2493	500.00
20244	160.00
20245	160.00
20246	160.00
20247	160.00
20248	160.00
20249	160.00
30000	150.00
30002	220.00
30003	220.00
30004	200.00
30005	200.00
30006	270.00
30007	270.00
30008	270.00
20252	160.00
6500	184.00
6501	184.00
6502	368.00
6503	368.00
6504	500.00
7550	220.00
7557	220.00
7564	220.00
7571	220.00
7578	220.00
7585	220.00
6752	260.00
6753	260.00
6754	260.00
6756	530.00
6852	260.00
6853	260.00
6854	260.00
6856	530.00
6760	280.00
6764	320.00
6784	260.00
6792	260.00
6877	280.00
6881	320.00
6770	220.00
6882	220.00
