6420	2.5	2.5	2.5
20419	1.5	1.5	1.5
20421	1.5	1.5	1.5
8001	1.5	1.5	1.5
8002	1.5	1.5	1.5
8003	1.5	1.5	1.5
8004	1.5	1.5	1.5
8005	1.5	1.5	1.5
8006	1.5	1.5	1.5
8007	1.5	1.5	1.5
8008	1.5	1.5	1.5
8009	1.5	1.5	1.5
8010	1.5	1.5	1.5
8011	1.5	1.5	1.5
8012	1.5	1.5	1.5
8013	1.5	1.5	1.5
8014	1.5	1.5	1.5
8015	1.5	1.5	1.5
8016	1.5	1.5	1.5
8017	1.5	1.5	1.5
8018	1.5	1.5	1.5
8019	1.5	1.5	1.5
8020	1.5	1.5	1.5
8021	1.5	1.5	1.5
8022	1.5	1.5	1.5
8023	1.5	1.5	1.5
8024	1.5	1.5	1.5
8025	1.5	1.5	1.5
8026	1.5	1.5	1.5
8027	1.5	1.5	1.5
8031	1.5	1.5	1.5
8032	1.5	1.5	1.5
8033	1.5	1.5	1.5
8034	1.5	1.5	1.5
8035	1.5	1.5	1.5
8036	1.5	1.5	1.5
8037	1.5	1.5	1.5
8038	1.5	1.5	1.5
8039	1.5	1.5	1.5
8040	1.5	1.5	1.5
8051	1.5	1.5	1.5
8052	1.5	1.5	1.5
8053	1.5	1.5	1.5
8054	1.5	1.5	1.5
8055	1.5	1.5	1.5
8056	1.5	1.5	1.5
8057	1.5	1.5	1.5
8058	1.5	1.5	1.5
8059	1.5	1.5	1.5
8060	1.5	1.5	1.5
8061	1.5	1.5	1.5
8063	1.5	1.5	1.5
8064	1.5	1.5	1.5
8066	1.5	1.5	1.5
8067	1.5	1.5	1.5
8069	1.5	1.5	1.5
4201	0.5	0.5	0.5
191	1.5	1.5	1.5
192	1.5	1.5	1.5
193	1.5	1.5	1.5
194	1.5	1.5	1.5
491	1.5	1.5	1.5
492	1.5	1.5	1.5
493	1.5	1.5	1.5
494	1.5	1.5	1.5
531	1.5	1.5	1.5
532	1.5	1.5	1.5
533	1.5	1.5	1.5
534	1.5	1.5	1.5
591	1.5	1.5	1.5
6193	0.6	0.6	0.6
691	1.7	1.7	1.7
791	1.5	1.5	1.5
792	1.5	1.5	1.5
1091	1.5	1.5	1.5
1092	1.5	1.5	1.5
1093	1.5	1.5	1.5
1192	2	2	2
1304	2	2	2
1901	2	2	2
2091	1.5	1.5	1.5
2206	1.5	1.5	1.5
2306	1.5	1.5	1.5
2307	2	2	2
2491	2	2	2
2492	2	2	2
2493	1.5	1.5	1.5
2494	1.5	1.5	1.5
2495	1.5	1.5	1.5
2597	1.5	1.5	1.5
2598	1.5	1.5	1.5
3190	1.5	1.5	1.5
3191	1.2	1.2	1.2
3290	1.5	1.5	1.5
3291	1.5	1.5	1.5
3390	1.5	1.5	1.5
3391	1.5	1.5	1.5
3490	1.5	1.5	1.5
3491	1.5	1.5	1.5
3590	1.5	1.5	1.5
3591	1.5	1.5	1.5
3690	1.5	1.5	1.5
3691	1.5	1.5	1.5
3790	1.5	1.5	1.5
3789	1.2	1.2	1.2
3890	1.5	1.5	1.5
3891	1.2	1.2	1.2
6390	1.5	1.5	1.5
6391	1.5	1.5	1.5
2191	1.3	1.3	1.3
6421	1.5	1.5	1.5
4204	1.5	1.5	1.5
4209	1.5	1.5	1.5
4210	1.5	1.5	1.5
1095	1.5	1.5	1.5
1191	1.5	1.5	1.5
3090	1.5	1.5	1.5
3091	1.5	1.5	1.5
3595	1.5	1.5	1.5
3596	1.5	1.5	1.5
6408	1.5	1.5	1.5
2022	1.2	1.2	1.2
2023	1.5	1.5	1.5
2024	1.5	1.5	1.5
2025	1.5	1.5	1.5
2026	1.5	1.5	1.5
2027	1.5	1.5	1.5
9020	1.5	1.5	1.5
9013	1.2	1.2	1.2
20001	1.2	1.2	1.2
20406	1.2	1.2	1.2
9004	1.2	1.2	1.2
9010	1.1	1.1	1.1
9003	1.1	1.1	1.1
20016	1.1	1.1	1.1
11000	1.4	1.4	1.4
11002	1.4	1.4	1.4
11004	1.4	1.4	1.4
20300	1.4	1.4	1.4
20301	1.4	1.4	1.4
20302	1.4	1.4	1.4
20303	1.4	1.4	1.4
20304	1.4	1.4	1.4
20305	1.4	1.4	1.4
20306	1.4	1.4	1.4
20307	1.4	1.4	1.4
34135	3	3	3
34137	2	2	2
34141	2	2	2
34127	2	2	2
30012	2	2	2
9231	1.5	1.5	1.5
694	1.5	1.5	1.5
34042	1.5	1.5	1.5
34046	1.5	1.5	1.5
34050	1.5	1.5	1.5
34054	1.5	1.5	1.5
34037	1.5	1.5	1.5
34065	1.5	1.5	1.5
34074	1.5	1.5	1.5
34076	1.5	1.5	1.5
34081	1.5	1.5	1.5
34083	1.5	1.5	1.5
1372	3	3	3
9233	2	2	2
20417	1.5	1.5	1.5
20052	2	2	2
